"PF_RearAxleLeftWhlSpd","m/s",0,33.33333333,"float32"
"PF_RearAxleLeftWhlSpd_Qf","___",0,3,"uint8"
"PF_RearAxleRightWhlSpd","m/s",0,33.33333333,"float32"
"PF_RearAxleRightWhlSpd_Qf","___",0,3,"uint8"
"PF_GearRevSw_B ","___",0,1,"bool"
"PF_GearRevSwB_Qf ","___",0,3,"uint8"
"PF_PrkBrkSw_B","___",0,1,"bool"
"PF_PrkBrkSwB_Qf","___",0,3,"uint8"
"PF_BrkPedalPos","%",0,100,"float32"
"PF_BrkPedalPos_Qf","___",0,3,"uint8"
"PF_EngSpd","rpm",0,8031,"single"
"PF_EngSpd_Qf","___",0,3,"uint8"
"PF_VehAxle1_M","kg","0",32765.5,"float32"
"PF_VehAxle1M_Qf","___",0,3,"uint8"
"PF_VehAxle2_M","kg","0","32765.5","float32"
"PF_VehAxle2M_Qf","___",0,3,"uint8"
"PF_VehAxle3_M","kg","0","32765.5","float32"
"PF_VehAxle3M_Qf","___",0,3,"uint8"
"PF_VehYaw_As","rad/s","-3.92","4.075","float32"
"PF_VehYawAs_Qf","___","0","3","uint8"
"PF_VehMode",,0,7,"uint8"
"PF_VehMode_Qf","___","0","3","uint8"
"PF_BrkSw_B","___","0","1","bool"
"PF_BrkSwB_Qf","___","0","3","uint8"
"PF_BrkIntvEscActv_B","___","0","1","bool"
"PF_BrkIntvEscActvB_Qf","___","0","3","uint8"
"PF_BrkIntvEmgyActv_B","___","0","1","bool"
"PF_BrkIntvEmgyActvB_Qf","___","0","3","uint8"
"PF_TurnSigSw_D","___","0","15","uint8"
"PF_TurnSigSwD_Qf","___","0","3","uint8"
"PF_RdCurvBasedOnLaneMarks_Cv","1/km","-250","251.992","float32"
"PF_RdCurvBasedOnLaneMarksCv_Qf","___","0","3","uint8"
"PF_LeftDistToLaneMark_L","m","0","5","float32"
"PF_LeftDistToLaneMarkL_Qf","___","0","3","uint8"
"PF_RghtDistToLaneMark_L","m","0","5","float32"
"PF_RghtDistToLaneMarkL_Qf","___","0","3","uint8"
"PF_LaneMarkQultyLeftSd_D","___","0","7","uint8"
"PF_LaneMarkQultyLeftSdD_Qf","___","0","3","uint8"
"PF_LaneMArkQultyRghtSd_D","___","0","7","uint8"
"PF_LaneMArkQultyRghtSdD_Qf","___","0","3","uint8"
"PF_En_LKA_B","___","0","1","bool"
"PF_En_LKAB_Qf",,"0","3","uint8"
"PF_En_LDWS_B","___","0","1","bool"
"PF_En_LDWSB_Qf",,"0","3","uint8"
"PF_TC_Evt_Dtect_B",,"0","1","bool"
"PF_TC_Evt_DtectB_Qf",,"0","3","uint8"
"PF_ABS_Evt_Dtect_B",,"0","1","bool"
"PF_ABS_Evt_DtectB_Qf",,"0","3","uint8"
"PF_LatAcc","m/s2",-15.687,15.687,"float32"
"PF_LatAcc_Qf",,"0","3","uint8"
"PF_LongAcc","m/s2",-12.5,12.5,"float32"
"PF_LongAcc_Qf",,"0","3","uint8"
"PF_FwdImgStatus",,0,15,"uint8"
"PF_FwdImgStatus_Qf",,"0","3","uint8"
"PF_HazardLightSwitch",,"0","3","unit8"
"PF_HazardLightSwitch_Qf",,"0","3","unit8"
"PF_UsrSetngDamp_No",,"-10","10","float32"
"PF_UsrSetngDampNo_Qf","___","0","3","uint8"
"PF_UsrSetngLoSpdRtn_No",,"-10","10","float32"
"PF_UsrSetngLoSpdRtnNo_Qf","___","0","3","uint8"
"PF_UsrSetngManOffst_No",,"-10","10","float32"
"PF_UsrSetngManOffstNo_Qf","___","0","3","uint8"
"PF_UsrSetngStfnsCurv_No",,"-10","10","float32"
"PF_UsrSetngStfnsCurvNo_Qf","___","0","3","uint8"
"PF_UsrSetngStfnsStrght_No",,"-10","10","float32"
"PF_UsrSetngStfnsStrghtNo_Qf","___","0","3","uint8"
"PF_SetngLkaSteIntvOn_B",,"0","1","bool"
"PF_SetngLkaSteIntvOnB_Qf",,"0","3","uint8"
"PF_SetngLkaAlrtHaptOn_B",,"0","1","bool"
"PF_SetngLkaAlrtHaptOnB_Qf",,"0","3","uint8"
"PF_SetngLkaAlrtSoundOn_B",,"0","1","bool"
"PF_SetngLkaAlrtSoundOnB_Qf",,"0","3","uint8"
"PF_SetngLkaAlrtVisOn_B",,"0","1","bool"
"PF_SetngLkaAlrtVisOnB_Qf",,"0","3","uint8"
"PF_SetngLkaSnvty_Rt",,0,1,"float32"
"PF_SetngLkaSnvtyRt_Qf",,"0",3,"uint8"
"PF_ComChk_ActAlgo_FromSafetyECU",,"0","1","bool"
"PF_ComChk_checksum_FromSafetyECU",,,,"single"
"PF_ComChk_data_FromSafetyECU",,,,"single"
